,0,1,2,3,4,5,6
0,0.0007232898092384344,0.001,0.0012341588828624014,1.5961666666666663,1.591142857142857,0.012414606275657424,0.0017716909687891464
1,0.00021650635094608582,0.001,0.0010231690964840512,1.6062500000000002,1.6062500000000002,0.00043301270189217164,0.00043301270189217164
2,0.001338656042454513,0.001,0.0016709278859364273,1.6291999999999998,1.6291999999999998,0.0029933259094191353,0.0029933259094191353
3,0.0012198360545581564,0.001,0.001577339532250431,1.6473999999999998,1.6496666666666664,0.005647024782032495,0.00272763633939718
4,0.0029610808837314756,0.001,0.003125379976898805,1.6816,1.6816,0.006621178142898731,0.006621178142898731
5,0.0012837445228704885,0.001,0.0016272676485446327,1.6824,1.6824,0.002870540018881446,0.002870540018881446
6,0.0019308029417835378,0.001,0.002174396467988293,1.7026,1.7026,0.00431740662898456,0.00431740662898456
7,0.0020057786887261856,0.001,0.0022412380837715873,1.7321666666666669,1.7321666666666669,0.004913134324327884,0.004913134324327884
8,0.002011964214393478,0.001,0.002246775467197371,1.7794,1.7794,0.004498888751680778,0.004498888751680778
9,0.0013386560424545127,0.001,0.0016709278859364273,1.8288,1.8288,0.002993325909419135,0.002993325909419135
10,0.0020513410247932685,0.001,0.0022821042920953233,1.8723999999999996,1.8723999999999996,0.00458693797647183,0.00458693797647183
